N,P,K,temperature,humidity,ph,rainfall,label
2,44,200,28.225071524050428,92.15635550557762,8.354207301442049,237.04369894797017,watermelon
85,50,80,24.683435164446482,44.30921491234038,6.829459002952453,72.27542373968245,banana
127,108,190,25.78642008992117,56.90118804200759,4.790511372710557,95.57728202980458,lentil
24,143,48,36.493294156401035,53.76025078149831,7.7845221361101045,224.59003895860985,kidneybeans
121,92,61,37.63036327097426,88.13575132064031,6.24541308604383,94.58245035997763,watermelon
133,23,22,34.88367333557877,57.86517965479636,7.231775744785859,129.9091100194645,pigeonpeas
37,72,176,27.154110724545415,85.53687418119458,7.456273571608789,117.06658746527843,blackgram
126,109,203,33.62812439594202,94.85269988100902,5.549042664104261,236.72225278343294,watermelon
61,5,21,15.303938148030074,63.494738659086664,9.051587849941786,60.83724614802263,coconut
118,45,147,40.72916352115571,32.45186083438019,7.3043303360659,231.52782948322476,mango
98,76,117,20.53564328730318,29.1038760388482,6.02826164728313,240.68638357731535,cotton
39,107,128,22.76704408362476,66.92446490499462,5.691465209692231,129.19440967938,papaya
108,125,96,11.535123358896353,70.6625333552939,7.382667565844567,29.188510176484257,cotton
64,141,88,27.14384772352375,98.5150338611061,5.08727771735625,235.97238719718683,rice
64,82,156,12.841167369906332,72.11980067387503,6.859298993461903,239.5292646343861,chickpea
42,61,168,32.471136880264595,16.75739188238523,3.99921089905361,101.56412825044818,mungbean
70,71,94,21.48316504182992,44.35840858357792,7.318236234257544,228.85392650869335,pigeonpeas
15,120,183,20.321483971471103,60.14960205725247,7.343119066791329,203.83175514169542,coffee
74,110,26,12.397545403620777,96.22030749864139,8.840113406892588,259.45494411700815,rice
105,67,80,25.101783294652414,85.4345624630117,4.008372099741908,193.1864627772906,watermelon
85,144,75,39.0245366463964,95.66446201055432,8.716117087536775,154.36058273784772,lentil
118,105,165,28.704269152367313,71.23380915312035,9.369952858670285,222.49135973600363,grapes
36,12,81,18.660629767623597,80.08651943952712,4.73163164482281,217.9883178414038,pigeonpeas
31,29,190,36.8068623592301,77.15879925871924,6.947447020838102,248.5923697894732,mothbeans
126,73,180,10.03148096369865,71.91166719656583,8.847695988966503,243.47994902840045,mothbeans
86,52,65,21.910909388241322,99.18574383720835,6.468922873718743,228.02095603071635,apple
25,32,109,9.539050381489371,15.987517488230129,5.738042599271364,61.363142910064504,lentil
121,36,199,39.263163959086356,14.020715208536517,4.511087860755105,28.4577440238358,jute
77,26,112,15.845030468582472,16.54060930058842,6.1036114977882425,97.23754607897389,orange
112,101,189,27.68069578460819,21.899129001711287,6.170112102352132,297.8624427389676,jute
47,112,165,11.81254265694636,33.560549849572766,3.5187299081384578,104.37581471611499,lentil
29,49,84,25.18269753124812,91.61338113836213,9.13151357467103,34.98372472947328,muskmelon
78,60,57,12.987519651520651,92.57558538007386,6.32170361757942,178.22397262197086,cotton
46,30,88,37.49473891518578,52.08511698286812,5.410816553613833,221.0577894923386,coconut
40,56,86,29.115517478343374,55.64689303743639,6.799873918303185,156.71779586937973,pigeonpeas
113,65,178,13.027787554720986,19.730007863292222,9.356478117328805,286.0437117459827,jute
104,102,39,22.421686826024633,47.77293376440266,7.196231170039742,54.53780414451491,mungbean
91,122,180,16.139980472755134,55.2125981392824,7.552426622811764,109.96889663337316,cotton
120,98,149,25.431083134916893,84.41146717910007,4.247685246245127,258.428364731228,mungbean
56,108,43,21.824710283267844,42.63044027590068,4.55692347501716,188.82013428821364,papaya
72,106,85,21.635153340020093,18.641399482755688,8.077816332254141,215.57526405655875,coconut
45,15,35,8.520947541466954,14.598352508083044,4.940759722709119,48.0244008046657,orange
135,12,192,8.304255861388986,77.30306441298934,4.412887321517099,273.5998349158888,pomegranate
63,6,113,42.637479866981856,96.50666747727749,4.748659978523045,106.51182148636656,mango
29,12,42,42.11235831491176,26.106259368324345,4.849380834382444,175.16129595964375,cotton
42,50,204,21.60812216278085,16.188454323373357,7.3564762764516765,268.18242695298676,blackgram
132,59,24,27.4225611170083,55.03315999602876,6.18574323599315,235.50303386370578,grapes
132,93,150,9.396650727795036,64.15478392194196,4.879768492406205,61.1812303205545,maize
15,17,24,26.632345164527884,90.88869604753424,9.118056520389366,244.44912126231205,grapes
5,18,136,15.73892741926105,37.5757103785067,7.467741697007686,142.91884363267002,coffee
79,64,28,26.389874967756647,16.757462470130577,7.17386773304238,219.09633779388773,pomegranate
19,119,194,16.399048075521563,33.02978683169182,4.468501926125444,123.41454322138699,papaya
26,114,184,22.16449569464964,64.66421129430034,7.8248978988494935,87.05548334659039,lentil
115,27,102,26.084837364497645,49.0875151533411,4.767710225419627,154.13655440422752,orange
22,109,167,35.5663543221623,89.92116657085862,5.077284211935956,29.93805366151037,muskmelon
65,43,22,39.85561314031956,91.8301831849416,9.248736772877677,22.926240874097,watermelon
55,111,131,23.3975354124891,26.512264463313066,6.652202300654742,24.32638785992305,coffee
118,104,45,9.459722258139584,15.244475169246392,4.215371466907152,200.44750386971637,papaya
76,140,187,40.10793564253225,45.83272097813585,3.9269315352954868,268.5618343497159,mungbean
26,124,29,39.26802059621356,55.3018440934093,4.564589913497589,152.7416780285549,papaya
51,76,32,22.50874900691555,33.704028796380314,6.053530885357183,270.5891836617268,apple
139,87,52,27.19590754712108,16.89392856361487,7.546595338811581,132.48043545922792,mungbean
63,12,29,27.198912671090014,26.033032041521494,6.578849009079662,87.39243026064462,maize
14,126,79,30.818477934275947,88.75959909640663,7.575899991881321,150.79919990693168,muskmelon
38,39,55,11.57236770811657,15.154370700330974,6.037136471401169,72.15585481562806,blackgram
111,69,12,11.172788883710862,53.639186471090724,7.96177207160448,294.0542962403422,jute
22,119,54,27.286906891490432,28.800587327888145,5.332590156098194,109.36656886948964,coconut
71,143,84,14.18624661824893,16.447335698577334,7.27612965577363,291.3233071911011,pigeonpeas
46,76,11,29.104331038598637,91.94646215422557,8.204370678970873,193.05941141873504,mothbeans
83,33,118,18.788375520117437,38.333490851210485,4.929726658688408,263.2839319437031,pigeonpeas
85,121,33,25.500296310717225,71.80184356849672,7.143376701790344,135.5741210339017,blackgram
36,76,31,31.963766176470557,52.84979080232801,9.312148701278257,43.30910960524573,cotton
119,69,29,18.1591756753878,60.96449748828301,4.784042679043245,152.19637301208175,papaya
5,13,169,11.671469155059034,86.15822845482474,9.088533164517315,109.63979067138939,kidneybeans
43,110,102,42.60305897632237,15.0117981155618,7.02731415157869,159.38822104950017,jute
80,104,17,33.16405884203126,71.54088145015636,9.154006969610222,248.81833306391275,banana
100,109,144,24.699458830701598,47.040699903634064,6.094003399271992,292.2347986392026,chickpea
104,32,30,29.617923476386537,18.17673216309945,7.122360305210785,242.51421977324253,pigeonpeas
57,83,187,16.418042722794866,85.28797064259903,5.598657376732809,50.058291988632696,apple
53,91,15,37.31364451105924,92.82512008205829,6.96225117194015,118.41745937289912,watermelon
27,106,11,35.323906970885915,83.32306622396376,5.175591668245938,122.29985145792668,orange
60,82,45,41.5972904244217,34.269091832441006,8.949551328062396,106.03587901617301,maize
81,13,52,9.981152083028972,74.99739300360392,6.692666803022022,152.84982744011913,mango
32,27,81,28.455146451436423,35.77910122146157,9.233728278688137,27.959471886311484,mango
89,94,197,16.61101894919198,56.256021763115534,8.734793139551234,217.95363115174948,mungbean
29,134,87,14.157328519504775,81.62759519270602,5.000340551060919,135.93954647321044,grapes
86,34,170,35.361627831525055,97.29216589195504,6.232827024376205,250.60723145016817,cotton
97,20,92,16.404540630539096,14.690740293303573,6.452490232330491,167.71831121128417,orange
66,127,172,25.40284857238595,83.13418591525839,7.235756164171517,265.4093665261203,rice
34,82,42,24.57878060852047,43.771056648327104,5.529713553259454,244.6455916207739,coconut
91,101,10,26.61944877928635,53.97144171062507,9.485082473971374,157.19310121218743,jute
131,119,144,30.196492734563737,85.19248963848894,7.448974859158001,140.76966610297092,watermelon
125,89,89,22.140142431080534,62.94320031120113,5.970537934790275,158.20504892311197,apple
73,55,173,22.798598609605698,50.40609852393734,7.257076717547088,99.72921271441406,mango
43,79,99,38.258440196238496,62.83432260744803,3.751823020436402,69.13840914372209,mothbeans
19,113,197,18.680653198992037,94.66695642951674,8.454028675876868,213.98757519138164,lentil
90,138,167,29.393586200525938,88.46110987094116,7.974429890247137,77.06552552508307,muskmelon
102,118,8,38.99597664903828,27.136537123415025,3.9975629150583565,198.41356243460112,banana
119,30,175,13.333019567607622,84.7565012698006,9.0863541853232,193.31580116696315,banana
97,60,140,17.81078049909665,35.965296193258524,7.181167304981439,282.720415371082,mothbeans
24,90,150,29.34606400793334,87.69510621218298,8.783290054033742,110.97558559781713,muskmelon
101,141,195,17.102266118291404,59.171539975421986,6.553323782333834,273.3842129604453,coffee
95,75,23,26.983172842304494,92.13914584083635,8.618081353927554,244.0480266494697,muskmelon
117,23,31,43.46691738181678,77.184888479338,7.9864423138501515,90.14885322687728,orange
68,98,117,39.4038499209137,14.856537743570085,9.122674963528832,194.47832496719224,banana
41,55,117,16.712442429402454,25.844633930474135,7.172997324338874,66.29967362907676,papaya
22,63,194,9.378393582725256,16.265870568676913,7.934748002819277,108.40669793837488,maize
54,121,67,18.119606035699164,24.456512059883313,6.836344011148769,110.89977926148151,lentil
78,69,73,30.950316232731186,60.801200181771996,7.938778231616595,216.25037972383035,lentil
133,31,42,11.315707787826938,24.88434373958128,8.459850822280895,260.4021389778701,blackgram
90,34,42,35.690665179760494,79.2562962725709,9.218666511691582,35.04936553584517,mango
20,123,169,14.666810211394711,84.97593436147345,5.820699285041323,67.49913542943722,apple
22,141,87,13.893472381929964,51.443488067009156,5.911392247735799,180.04996688207478,jute
99,31,178,39.756779415464926,40.63975415392609,9.327784761839553,52.765110212976104,mungbean
94,42,177,44.89740657127788,59.134240531367745,6.76361847374161,128.93235759533297,chickpea
15,36,198,18.53008199268971,53.54719295743716,6.673889837896259,82.51527552198345,coffee
47,88,35,32.946623728851975,88.21737029858278,6.333685785972806,173.96643093561732,watermelon
116,42,103,37.69900506347261,25.999303128131558,8.160609628100438,193.98537316206958,orange
133,17,191,20.38473941584212,29.81309870200524,7.5808570574700616,35.76389308087297,chickpea
136,130,197,41.71647761786866,48.7230685011378,4.746495638073142,200.35164855178988,blackgram
53,51,18,30.224119230447872,88.89549164481522,8.011257466215145,58.937947501784336,watermelon
27,40,120,12.977443214699829,28.859910061891835,5.645843297533468,100.82679471760734,cotton
14,11,21,39.01189045184021,59.16738921984855,4.749961681160238,165.8633785619867,blackgram
100,20,201,35.75895288036891,92.64618734013618,7.661705826697273,279.1244575971076,watermelon
64,54,5,25.582315619907128,95.28010563145897,4.78674937594497,40.61623140518054,banana
75,93,182,44.394773648214034,47.750256974661056,5.67377259553741,108.57201521657792,lentil
100,115,184,14.690283723088616,60.52104296042371,5.14788915721093,223.11706411107994,mungbean
89,126,14,34.772337302944194,87.59039210120514,7.772708338004811,137.50696807126855,watermelon
8,90,27,17.895728216929452,36.05101560422734,7.12284707768044,40.44703315540562,coffee
83,48,171,43.17637174990241,65.41044161416363,3.589213846073118,118.09990344020486,coconut
85,116,90,22.345146535850237,33.444530651895526,8.5803319423804,105.78148632971892,blackgram
59,110,6,27.582179013058408,30.59928874489008,6.716835991418624,245.03355227309078,coffee
3,40,182,37.491625468410234,88.26320257321592,3.890032936464838,122.54838748127861,watermelon
90,118,182,41.22168497728583,34.86163944922255,5.6188267596870585,284.1502376074156,chickpea
31,86,82,20.175864424931184,22.15888129006546,9.481093327156518,94.46088791537805,kidneybeans
39,131,37,31.458028394391558,45.31714244299607,8.614192095572262,230.32163949607292,maize
113,93,189,15.767477771918923,80.74906031308356,6.418454593946519,82.48051061330538,banana
12,88,101,16.47252585611153,59.29123466316698,6.209278165838339,181.13182998546293,pigeonpeas
102,116,173,27.07340661114865,36.48838972057526,7.835883212366411,109.3356058527425,mango
29,30,185,18.482519408832392,56.88248155386399,3.770357491518353,71.71746906121547,cotton
104,108,196,16.394209104265283,82.39468585256114,7.284678398629592,183.34217265764394,jute
129,63,122,36.542909592738646,14.187832127477922,8.832478428509852,95.06056844900137,mothbeans
15,24,81,29.76318486483007,88.6074774505521,5.372716792035227,153.92812066465683,muskmelon
41,77,88,19.899127778793414,88.1998149277396,7.060901877999658,140.4437064694186,coffee
70,69,126,23.114033388644113,96.74479999030919,8.081882195139318,202.6825529457732,rice
97,35,16,14.141795044979634,39.881895771396586,6.736275908168858,235.8922690833633,pomegranate
24,39,167,38.82874990567971,74.6833031594924,6.964050351178222,267.34642306968976,banana
116,24,110,26.27958607662213,18.748715900534886,9.227825080160335,55.744478501532214,grapes
101,29,200,12.994729629340345,29.845454806521275,5.559874626721386,289.44888889525805,apple
116,20,146,9.619336346337786,62.7573437432503,5.889259784707971,234.60611274926762,pigeonpeas
103,133,100,40.139242308883354,39.07560218351581,4.2728784425779285,257.7774210928969,blackgram
134,54,134,44.22682558733411,75.22795697363733,6.459460975600684,258.3371349423277,mungbean
4,9,117,36.24957713465355,57.92811462290401,6.8406123193849435,134.32894223907147,banana
16,82,60,21.63896414243668,19.6624261477443,7.233001545041646,182.69125157068555,orange
9,73,89,17.16189882635951,85.68440831276455,5.930612762282723,287.4343069429767,mango
17,97,184,22.9907796621881,32.10981038342513,7.05793093269506,230.14518026578824,grapes
65,102,162,39.18312810621538,55.4123925019054,6.688350758830627,104.16382459100262,kidneybeans
81,23,75,19.559018214146377,58.236959199947734,7.032556781390057,239.5833338515685,pomegranate
3,8,9,13.933846701166866,69.69236063695543,9.076554470159085,62.70595787420962,cotton
12,29,119,10.838912761343618,23.149402865610654,6.4710295534799975,189.3639002498806,banana
14,20,6,28.22130498737624,93.34473743462628,3.6522289282538933,228.54177820098792,watermelon
96,119,104,39.95405103403827,45.9506834709473,4.753333356289058,235.4906096085493,pomegranate
1,89,138,15.329855186920234,16.21941646444587,3.62167984260452,193.00366909428547,mungbean
8,91,118,38.588146331443006,94.8168450593705,8.454550745701809,117.75807008366542,watermelon
91,79,96,42.25240340033251,27.98823142354241,5.946441481578317,251.02809508980658,cotton
17,81,137,25.95877773456837,44.435901058089854,8.848730387338232,66.11406305618486,maize
27,78,85,43.022862190213516,35.20909835139796,7.510164212704364,225.76153144793025,papaya
122,56,168,38.18046375739114,88.56888662280402,7.655680660550604,184.62887015932267,watermelon
3,35,159,29.140466877758815,35.820711153312104,8.308233499252754,39.52597103171574,blackgram
8,19,109,38.9206257261296,78.93693694246444,8.017657326101823,163.96099678795966,blackgram
133,61,96,28.22133093979945,57.51303841972025,4.834118115261887,171.45068982039697,mungbean
106,91,71,33.00799988220686,99.45264857039301,4.052584566743139,86.90702445698975,pomegranate
120,83,14,15.403801533499436,58.87679734569589,7.343094401465165,267.9843720839191,coffee
115,117,199,25.032098436779815,62.71612811424855,4.396307280627368,150.4281615017368,kidneybeans
134,67,69,8.090819698422235,49.75117258688696,7.869893062962408,242.05856849386672,mothbeans
85,34,176,38.864745325111436,92.12394028472922,6.946570898018868,213.3879799698642,watermelon
38,45,125,9.490292021209351,47.231738317429986,5.937938191073476,66.38102916899203,maize
95,37,9,37.684686205456444,98.98550037451977,5.578181018650966,186.62742378858627,papaya
4,38,28,12.001577972875634,35.637511399774965,5.131790646668495,220.34566715391875,blackgram
100,19,157,30.360646051719435,94.65993742408327,4.8468372165716165,173.4650004834783,muskmelon
13,19,152,8.490936011852376,61.111796286333025,7.959795033841875,80.31021666323937,maize
8,40,121,41.48239212832716,62.16034307368698,6.202340458435586,199.77502537845362,mango
134,109,146,20.295466697378508,54.46684290580515,5.387105433254631,214.6521419108669,grapes
68,67,72,18.084262972042076,89.24909657210024,8.099735991046916,120.68569460116461,blackgram
66,135,160,18.814736390242366,70.39684795343949,7.349719992286454,78.23716991604871,mothbeans
139,48,17,38.1812429900767,48.6803962251339,9.113273237070597,284.07191750501323,kidneybeans
110,55,25,31.466435956103748,15.56158504220878,7.834767862033724,252.27886935255037,kidneybeans
80,82,138,23.189115693414372,87.6465232912048,7.954523071228389,291.0182839965799,rice
89,60,100,44.48104975436422,79.96307757834617,9.151846592861542,80.10042353599216,maize
54,53,38,27.430336245466595,92.39524434267224,8.192540087741659,245.81830340772774,watermelon
113,23,52,39.38696399391871,85.71875253708625,8.041301645918212,33.23703326461337,muskmelon
109,100,172,34.388995552730606,89.16849239493402,4.852744320425952,38.041982390419484,muskmelon
73,80,14,28.782211406490582,83.49398702841796,5.733888846645591,191.05509442328938,rice
89,12,156,44.63709620231185,21.796939611803097,7.503468971799437,98.78455909062508,coconut
121,112,52,10.326403938236043,67.5400570856614,4.632033747368196,178.1941346987952,lentil
4,28,179,26.960029605064662,67.40299827983854,8.416884330203732,231.66604889917537,jute
68,35,202,36.73568275178705,33.636451947024696,3.648855980255395,126.68915263886342,papaya
139,24,86,32.46183171255152,17.781561179445116,8.519562674785707,89.15062802894867,jute
125,7,21,23.804834185938617,22.766307262904334,6.461436759613886,213.6400838714257,orange
101,33,155,24.285335641903664,82.4536989454979,7.158161416244231,50.74300362197941,grapes
50,105,132,40.41952440232444,53.77450756506968,5.176654533415365,84.20864480405677,grapes
136,32,42,25.5517876790609,44.198357387885835,5.666597843758801,256.9155494689883,pigeonpeas
38,75,131,43.240696736416254,16.139325853256068,5.761013366096994,269.032082387458,orange
29,119,12,19.19702454802988,66.65895109683531,6.129996653686122,222.03228450622925,pigeonpeas
76,82,105,42.50923038733858,36.74638710788315,4.399365771968949,45.010903523347125,mango
111,49,123,9.635797525620921,35.036689625979164,8.093290124595894,39.21906735726205,mango
50,50,24,41.026229219919,68.50095243495676,4.833746322977328,34.84902618337451,papaya
81,54,56,34.163462715942096,64.53953842670039,5.407635978240937,173.96499461125492,cotton
81,68,141,12.877954858730025,71.13360906596543,4.784314737364605,140.33260768919652,banana
129,108,196,18.447544499426115,39.421524748699554,9.170034698052088,294.57257337091085,kidneybeans
86,12,105,34.03152745191025,89.54960317393011,9.169012718124424,236.7312026268053,watermelon
90,85,108,30.307626022713364,63.800237380995526,4.89140673061349,32.98199337206143,jute
97,38,187,13.488870928001983,79.8864706156812,3.910085709138147,249.7388591010081,lentil
75,136,65,20.57359991291761,94.86003837041896,6.278708203702703,238.54680157361423,rice
103,80,154,34.603634716941585,82.86737355015478,6.460932282430093,52.088861875786435,pomegranate
29,13,57,30.075731999568195,76.30342042280316,4.611608132915525,288.08589956265956,mango
90,83,163,25.26202195418504,86.92373092262469,3.723084409647589,120.32091535047823,muskmelon
78,103,179,11.235616121648807,61.979466977703794,5.023285076744192,58.658436970712415,chickpea
49,42,142,37.534183718756495,51.2444074424326,9.005148363382087,145.13454779259638,blackgram
28,16,120,25.27822293586611,92.24704275148558,5.380480189122021,125.80324018157924,watermelon
74,35,70,8.405655165867104,85.07768021922136,7.415161266502513,268.1797079378316,rice
86,129,113,40.67592330611594,97.46751628011872,6.047432611042142,252.07514169135095,chickpea
36,9,77,26.721383178811347,48.283154826889024,4.2177826370964215,135.8450085495299,kidneybeans
108,28,159,35.56128502963503,87.60115983015399,8.0471487324326,167.40881232981548,watermelon
58,56,10,25.11639472506137,89.75292976565508,4.101268094303148,207.29183806639597,watermelon
40,117,69,26.78801491719148,56.64224267494607,9.082540959072666,267.41051151157745,cotton
63,90,137,16.284197632310345,52.17683603200242,6.405278394558744,251.19593116707398,pigeonpeas
88,71,83,39.88563207220612,28.98796635111702,7.231291783342361,26.94191032068847,grapes
67,32,18,25.38291682666734,62.242258956754576,4.355600322978143,174.76777795381997,pigeonpeas
94,21,121,12.93577170156711,73.02801201844733,4.774223931814987,258.40937386194764,lentil
78,64,46,14.758532807709507,66.44871120875624,7.856636410216511,107.42450477088992,cotton
14,40,19,28.632768553696867,63.60143287948949,4.493211756163197,131.9595988230166,orange
137,88,33,34.7478569581486,73.29475534898171,9.308948997365098,242.0867805091589,cotton
137,80,34,9.97358603119179,48.2795709937872,5.124402394530395,297.8151641470501,banana
98,120,128,27.02121437053313,89.76881613427,5.631603308344001,292.3403812502256,rice
1,114,128,21.99160969182106,83.13914364674048,8.29995003533321,280.1515217689359,banana
44,20,35,10.570759440690681,63.053204563555504,8.038866073042474,50.74101400508732,kidneybeans
48,14,24,30.2926617756025,91.45330812829522,5.600628825707382,82.37397809848156,muskmelon
23,59,30,24.72505721819336,22.76927973081142,3.9383518761966885,148.50695751065993,mungbean
132,87,200,28.28353959330961,95.97326829062997,4.581740783693844,221.30980211547202,cotton
13,116,59,27.4096664257204,33.15639424353853,5.525937012805637,156.31742261347372,grapes
104,62,99,32.431887893544165,86.00228256642885,5.080421671735067,21.09235135537655,muskmelon
57,43,135,41.46031535870397,24.99023999017269,9.187624078277908,178.9833595379786,jute
13,34,94,20.384607205960364,75.49908277115567,6.0668349474264796,204.5271526418326,coffee
90,57,113,19.872611764355803,55.24053675913564,8.370281586325003,230.97760519059426,kidneybeans
41,34,147,17.533278541866206,93.35012125308474,4.275486163935357,108.49162563746788,banana
26,17,159,31.52735751124726,94.64675933398759,4.271023871007258,44.390031779030295,maize
133,103,90,37.07393956456891,41.637816193714855,3.724927741217956,275.1491061782642,chickpea
24,99,190,12.275597856944536,20.137563194486685,8.063348693119536,154.9874042347933,blackgram
15,22,140,41.69781707131145,75.54817729054162,8.808094264530126,108.86215166935969,kidneybeans
37,49,190,22.82434039220427,98.81150679834778,8.426741756706345,140.92449501287655,mango
73,115,107,21.039947945451402,48.6556608106119,3.599222747364025,246.5121764547791,banana
82,83,134,36.19801326780519,50.921620356642656,3.8261970706411024,66.8487246159651,pomegranate
59,64,62,37.42020673292633,81.2301438581136,5.632038249317282,179.64716571147025,jute
50,135,18,20.458109749208738,26.424909907136062,4.897833272468235,271.72607474258854,cotton
13,85,7,27.761762533177023,32.7711755253912,4.485446403338926,85.82985361772103,papaya
93,88,25,43.06129255948572,53.89240904288089,3.8527760992678224,222.73606082258408,lentil
56,41,20,18.56960458732875,88.369961319929,8.810715925445876,32.49205578185789,mungbean
26,98,89,12.881403552891001,56.61378925043489,4.139715636832541,116.07148279093789,coconut
93,102,145,37.84401480286122,86.17462072796384,5.751446794981489,186.5255131178622,muskmelon
111,79,189,36.5211097871593,86.64297983952473,4.307954968306741,164.17497879462286,watermelon
83,22,185,23.188245238029644,30.557572727679993,7.970796490990399,55.32164176943346,chickpea
10,22,25,37.794179217647226,37.60287631761382,8.773599310713834,251.68278532107993,mothbeans
48,69,170,44.442701151921945,84.00846567224295,4.4879281295361775,21.555175335159724,grapes
47,53,200,9.357308199598066,50.921523685459185,8.026828850013423,182.1018791273623,papaya
79,58,131,11.131206234243344,95.20610540952602,6.60372060660756,40.68253957540169,lentil
50,76,107,24.557831730394575,70.94687905982725,7.740102174230741,268.2623283478991,banana
106,73,84,12.083137092641392,34.59602945303117,4.827329085093795,294.3294531820113,orange
4,120,180,13.92355709332545,47.03388236696416,4.8155942095554805,104.86050888992317,pomegranate
19,96,112,32.66192284601449,88.88969653070315,8.720632750064626,180.9443635151469,orange
72,113,149,32.79746028560317,77.01811980999159,7.024246400754853,144.9850745530744,mango
10,110,6,30.60196325189083,94.93170789598332,4.562812728758015,121.08851415838164,muskmelon
62,33,23,13.934212952215839,75.52929816094422,7.713791717827345,288.8124870688096,kidneybeans
45,12,187,27.07523878078026,62.99459835504525,4.8295605826366845,230.34113508900478,mungbean
60,116,56,32.298740138899035,51.5262027101106,8.239472010217073,247.3802660409728,kidneybeans
46,94,203,17.003723689134553,89.4632108481596,4.6941061520899225,238.77508210194372,pigeonpeas
73,98,158,40.21687334613124,68.52661376403289,8.561913539170986,92.59326356648472,pomegranate
7,78,164,24.083544528552682,50.67390839514915,6.6604871145802775,120.46436601522082,blackgram
83,19,103,43.88597964962524,93.52497331591906,9.1116209754916,121.4709717722737,coconut
31,49,126,36.89368711324971,87.73011995540031,5.943989539085555,176.88630404464422,muskmelon
85,36,145,29.630509303540858,94.02981231058726,7.1119267678832605,258.9907146566494,rice
66,105,62,31.103722305822522,85.00234583565307,9.12064369713801,243.26851819777272,cotton
127,85,184,35.77356992471927,86.1109720884599,4.5183406384872375,20.04385299269977,muskmelon
76,136,69,28.73405482506043,89.98423007066533,7.548043952138971,168.5908791396659,rice
130,8,11,12.499871802327027,19.59395236539409,9.349235200587458,209.36596902218236,jute
38,23,80,35.028431405733976,33.56628682441947,4.111343876020376,135.3044918148434,mango
74,128,52,30.783723643813133,25.20823935471354,4.188775801988984,33.344640131175936,jute
33,106,91,19.770097469107725,29.204943315909535,4.114402098776007,224.97364612004097,mango
77,140,59,16.83244330559735,73.32635037549292,6.893385953407726,41.54105169123662,orange
12,130,116,36.55160271608998,58.540015815064606,7.7263164711042585,267.53086336439344,mungbean
75,36,95,19.343003826432014,87.91938265128412,6.4086696616632475,249.6996487543152,coffee
103,121,52,12.86811633952027,18.239111916047182,7.666135333971626,251.35876781408572,mango
132,142,56,34.083902350866616,44.9713251485532,3.7727877632295552,63.875900801343995,kidneybeans
84,92,176,40.47705866113112,86.415288280434,5.046440367869112,164.2479967465968,rice
138,112,198,24.559062712252146,92.86386722172786,6.30721948180359,96.46119198552387,kidneybeans
19,31,12,22.85610140483027,50.902409379760705,9.306801480458045,221.2505025916722,blackgram
6,8,137,33.33773673889668,86.04553331852769,7.746215777298103,132.83679522411367,lentil
103,10,188,44.4944342998492,61.2453514242071,3.9240257881706335,170.39035664422178,mungbean
132,94,199,11.940930570176654,24.95199476832613,8.926261001965955,166.1861988813401,cotton
76,5,154,38.38225738539678,33.32971645068062,8.745093399763721,93.23708711231298,coconut
106,134,146,20.172843663454845,74.6673399181314,7.5544715309851,244.2244117322521,lentil
133,7,18,35.717276423957216,62.604900035258616,6.187348069066779,105.97674830422874,mango
93,19,41,40.443367643702146,84.13682076287122,4.92957448003958,233.5828567395066,rice
38,100,175,24.772090329922083,76.47395679723783,4.073217245817423,130.09476827205225,jute
2,78,121,20.899120317719124,69.11884261939048,6.009742450042621,269.96239018771456,apple
74,101,30,26.88071843014721,86.89595490176693,4.774488395139291,77.91488312839553,watermelon
11,7,124,39.94739593988234,41.78174827719981,6.282683584165537,135.39171986416812,orange
8,16,120,15.006180424184608,61.1168897148009,3.643768310745619,232.45329450816178,coconut
134,21,123,20.825695982638134,31.330214786473324,8.345333305995805,34.97366781851682,pomegranate
64,57,50,35.581739299759754,97.24606472052798,8.13520877675979,261.0778409426801,rice
16,40,100,23.053971978954092,36.52989852795251,9.376704578676943,241.63260185633845,banana
78,40,66,18.991980345485942,50.68354546478101,4.61572067234616,50.8725795371144,coconut
99,43,162,37.03093838966205,92.88950896541233,3.9597188835778923,151.50376477326867,muskmelon
117,79,10,38.467679903014215,27.266727311602907,5.5051802692210945,163.99425641174614,cotton
61,111,87,32.799756412620894,53.86198731083538,7.180342568381629,95.76366499317749,cotton
65,12,127,38.922463073312144,33.75941803757526,3.7136313590990526,243.66006161658842,pomegranate
66,141,137,29.73225363009912,52.88771094110571,8.14730196484215,78.12558612012694,maize
68,93,68,8.551679773727892,25.12865805147684,5.009986610272825,139.41465633874782,chickpea
134,11,115,32.91548842728574,65.26787330590199,5.266784593046961,23.797447595011178,jute
46,90,14,21.94232542747492,68.02370398789054,6.783424567275701,84.2668955121956,mungbean
12,20,137,24.524174149899192,37.797919788637735,4.126079679953364,40.894081163987586,kidneybeans
104,63,81,18.30467826998852,47.70822805222509,6.346654913502294,245.0652612850557,apple
114,62,41,21.63341440086844,75.41445135659828,6.650676603311059,190.70412273837266,coffee
133,26,81,19.51412044111193,52.672467176123526,8.334108733261354,64.92926488302268,mungbean
135,97,9,36.21938830682052,19.878247477148697,3.575555676004969,269.7061382353411,grapes
62,55,120,34.57609478998761,36.76997694204887,7.228040128570695,164.9738368342373,maize
9,65,54,8.18398195692692,72.29708836030521,6.799450322762969,112.00768741164863,lentil
88,86,197,26.23529485505137,90.5029552318313,6.4129753469952355,113.26249773592178,muskmelon
